description,title,image,brand,price,asin
"['The iconic original. A whole hazelnut, dipped in smooth chocolaty cream, wrapped in a crispy wafer coated in milk chocolate and covered in hazelnut pieces. Discover Ferrero Rocher, an experience like no other.', 'Actual product packaging and materials may contain more and different information than what is shown on our website. We recommend that you do not rely solely on the information presented and that you always read labels, warnings, and directions before using or consuming a product.', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Ferrero Rocher Fine Hazelnut Chocolates, Chocolate Gift Box, Diamond, 48 Count, 21.2oz","['https://images-na.ssl-images-amazon.com/images/I/51h%2BFi7KWML._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41chlcT%2BXCL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41zGn3py88L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41Pvw5gVhGL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41JDbv4sp%2BL._SS40_.jpg']",Ferrero Rocher,11.48,B000KJVIOI
"['Key Benefits of BOOST Plus Creamy Strawberry Complete Nutritional 8 fl oz Drink: 360 Calories - To help achieve and maintain a healthy weight 14 g High-Quality Protein - To help maintain muscle 26 Vitamins & Minerals - Nutrition you need each day 3 g of Fiber - To support digestive health Prebio1 Fiber Blend - Prebio1 is a proprietary blend of prebiotic fibers to help promote the growth of beneficial intestinal bacteria to support digestive health. Calcium and Vitamin D - To support strong bones Antioxidants - Selenium, Vitamins C, E and Beta-Carotene', 'Water, Corn Syrup Solids, Sugar, Vegetable Oil (Canola, High Oleic Sunflower, Corn Oils), Milk Protein Concentrate, Calcium Caseinate, Sodium Caseinate, and Less than 0.5%: Potassium Citrate, Magnesium Chloride, Soy Lecithin, Calcium Phosphate, Salt, Ascorbic Acid, Sodium Ascorbate, Beta-Carotene, Biotin, Niacinamide, Calcium Pantothenate, Vitamin B12, Vitamin B6 Hydrochloride, Riboflavin, Thiamine Hydrochloride, Folic Acid, Potassium Iodide, Magnesium Phosphate, Artificial Flavor, Choline Chloride, Vitamin E Acetate, Vitamin A Palmitate, Vitamin D3, Vitamin K1, Carrageenan, Potassium Chloride, Zinc Sulfate, Manganese Sulfate, Cupric Sulfate, Chromic Chloride, Sodium Molybdate, Sodium Selenite, Ferrous Sulfate, Red 3.', 'Chill. Shake well. Refrigerate after opening and use within 48 hours.', 'These statements have not yet been evaluated by the United States Food and Drug Administration. This product is not intended to diagnose, treat, cure or prevent any disease.', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Boost Plus Complete Nutritional Drink, Creamy Strawberry, 8 fl oz Bottle, 24 Pack","['https://images-na.ssl-images-amazon.com/images/I/41wMM7bG%2BOL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41BEPQM3btL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51y60TlHuZL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51SWwFii01L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51c-%2B3GB4wL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41oMf5DImJL._SS40_.jpg']",Boost Nutritional Drinks,50.96,B000KK4FHE
"['Key Benefits of BOOST Original Creamy Strawberry Complete Nutritional 8 fl oz Drink: 240 Calories - To help you be up for anything 10 g High-Quality Protein - To help maintain muscle 26 Vitamins & Minerals - Nutrition you need each day 3 g of Fiber - To support digestive health Prebio1 Fiber Blend - Prebio1 is a proprietary blend of prebiotic fibers to help promote the growth of beneficial intestinal bacteria to support digestive health. Calcium, Vitamin D and Magnesium - To support strong bones Antioxidants - Selenium, Vitamins C, E and Beta-Carotene Low in Saturated Fat - With 4 g of total fat, just 1 g saturated fat and 10 mg cholesterol per serving', 'Ingredients: Water, Corn Syrup Solids, Sugar, Milk Protein Concentrate, Vegetable Oil (Canola, High Oleic Sunflower, Corn Oils), and less than 0.5% of Soy Lecithin, Carrageenan, Salt, Artificial Flavor, Red 3 (Color), Vitamin A Palmitate, Beta-carotene, Ascorbic Acid, Sodium Ascorbate, Vitamin D3, Vitamin E Acetate, Thiamine Hydrochloride, Riboflavin, Niacinamide, Vitamin B6 Hydrochloride, Folic Acid, Choline Bitartrate, Vitamin B12, Biotin, Calcium Pantothenate, Vitamin K1, Calcium Carbonate, Ferrous Sulfate, Potassium Iodide, Magnesium Phosphate, Zinc Sulfate, Cupric Sulfate, Potassium Citrate, Potassium Chloride, Sodium Selenite, Chromic Chloride, Sodium Molybdate, Manganese Sulfate.', 'Chill. Shake well. Refrigerate after opening and use within 48 hours.', 'These statements have not yet been evaluated by the United States Food and Drug Administration. This product is not intended to diagnose, treat, cure or prevent any disease.', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Boost Original Complete Nutritional Drink, Creamy Strawberry, 8 fl oz Bottle, 24 Pack","['https://images-na.ssl-images-amazon.com/images/I/51rRj2bER4L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51okAJQR57L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41pe3DZt23L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41OlasQTKWL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/516UezE-FnL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51z7oY3RjrL._SS40_.jpg']",Boost Nutritional Drinks,31.36,B000KK66VC
"['Glee Gum is all-natural, gluten-free chewing gum with no artificial coloring, flavoring, sweeteners, or preservatives. Glee Gum is the only gum in North America made the old fashioned way, with chicle! Chicle is a natural tree sap harvested sustainably from the rainforests of Central America. Once all chewing gum was made with chicle, but today most gum is made entirely from synthetic stuff. Not Glee Gum! Glee Gum uses chicle to help conserve the rainforest. Chicle is also what gives the gum such great, long-lasting chewing texture! Glee Gum is a green gum right down to the packaging, which is made from biodegradable, recycled cardboard. Glee Gum is made in the USA by Verve, inc., an independent, family-owned business dedicated to linking world communities and creating environmentally and socially responsible products. To learn more about Verve, inc. or Glee Gum, please feel free to contact infogleegum.com. And remember: when you give yourself a Glee-ful treat, helping the rainforest taste so sweet!', 'CANE SUGAR, GLUCOSE, GUM BASE (CONTAINS NATURAL CHICL), RICE SYRUP, NATURAL FLAVORS, CITRIC ACID, GUM ARABIC, RESINOUS GLAZE, BETA CAROTENE, BEESWAX AND CARNAUBA WAX.', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Glee Gum Tangerine, 16-Piece Boxes (Pack of 12)","['https://images-na.ssl-images-amazon.com/images/I/41kLCiADwZL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61s%2BEoroHdL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Y%2BKAaCrxL._SS40_.jpg']",Glee,12.95,B000KNAX2M
"['We started Country Choice in 1995 with the idea of making it easier for people to eat organic. Back then most organic products didnt taste very good. The only choice most people had was choosing between something that tasted good and something that was organic. We felt it was time for someone to give consumers an easy choice. Today, were every bit as committed to providing great tasting organic food and believe it is a better choice for people and the planet.', 'Organic Whole Grain Steel Cut Oats', 'This price is for six 30 ounce cannisters', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Nature's Path Organic Oats, Steel Cut, 30 Ounce Canister (Pack of 6) (Packaging may vary)",[],Nature's Path,37.69,B000KNB0OW
"['King Oscar Mediterranean-style Sardines', 'Lightly smoked brisling sardines, extra virgin olive oil, black olives, red bell pepper, herbs of Provence (spices), salt, garlic.', 'Ready to eat -- no cooking needed', 'Actual product packaging and materials may contain more and different information that what is shown on our website. we recommend that you do not rely solely on the information presented that you always read labels, warnings and direction before using and consuming a product.', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","King Oscar Sardines in Extra Virgin Olive Oil Mediterranean Sardines, 3.75 Ounce (Pack of 12)","['https://images-na.ssl-images-amazon.com/images/I/61HqH4VsVxL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31HNu1rDesL._SS40_.jpg']",King Oscar,28.2,B000KOUKK6
"['Tootsie Roll Pops: 100 Count What goes into the worlds number #1-selling candy-filled lollipop? Start with a chewy, Tootsie Roll center; cover it with a delicious, hard candy coating; and youve got a simple, delicious treat, a Tootsie original that was the first lollipop providing an embedded candy prize. And at only 60 calories per fat-free pop, its the perfect guilt-free, sweet tooth-pleasing treat that everyone can enjoy.', 'Sugar, Corn Syrup, Partially Hydrogenated Soybean Oil, Citric Acid, Malic Acid, Condensed Skim Milk, Whey, Artificial and Natural Flavors, Soya Lecithin, Artificial Colors (Including Fd & C Red No. 40.', 'Actual product packaging and materials may contain more and different information than what is shown on our website. We recommend that you do not rely solely on the information presented and that you always read labels, warnings, and directions before using or consuming a product. Please see our full disclaimer below.', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']",Tootsie Roll Assorted Pops 100 ct,[],Tootsie Roll,16.88,B000KOWZ5O
"['Elegantly inviting, Hills Bros. Cappuccinos offer a variety of flavors for a rich and creamy treat, just right anytime.', 'This product is labelled to United States standards and may differ from similar products sold elsewhere in its ingredients, labeling and allergen warnings', 'Sugar, Nondairy Creamer (Partially Hydrogenated Coconut Oil and Soybean Oil, Corn Syrup Solids, Sodium Caseinate (a Milk Derivative), Dipotassium Phosphate, Sugar, Mono and Diglycerides, Silicon Dioxide, Sodium Stearoyl Lactylate, Soy Lecithin, Artificial Color, Artificial Flavor), Nonfat Dry Milk, Instant Coffee, Natural and Artificial Flavors, Cocoa Powder (Processed with Alkali), Silicon Dioxide and Sodium Aluminosilicate (to Prevent Caking), Carboxymethylcellulose, Salt.', 'Hot Hills Bros Cappuccino: We recommend 3 tbsp per 8 fl oz of boiling water. Then fully stir. Stir vigorously, shake, or use a small wisk for increased foam. Iced Hills Bros Cappuccino: 3 tablespoons of Hills Bros Cappuccino French Vanilla (adjust to taste); 6-8 fl oz of cold water or skim/non-fat milk; 4-5 ice cubes. Place all ingredients in a blender. Blend for 30-60 seconds until smooth. Pour into glass and enjoy! Can be served over ice for added chill.', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Hills Bros Cappuccino, French Vanilla, 16 Ounce (Pack of 6)","['https://images-na.ssl-images-amazon.com/images/I/51kJxDrQqrL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/512VdJWLQJL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51LMy5lFDdL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51YNObjwO1L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51abRCV8NmL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51-T9NNDstL._SS40_.jpg']",Hills Bros,25.203335254139688,B000KOWLDK
"['Spectrum Culinary Organic All-Vegetable Shortening has no hydrogenated fats and 0g trans fats per serving*, making it a great alternative to traditional shortening. With this expeller pressed, all-vegetable shortening, you can enjoy crispy fries, flaky piecrusts and rich, creamy frostings without the guilt. Our shortening is made with Rainforest Alliance Certified palm oil and is also Non-GMO Project Verified, Fair Trade Certified and USDA-Certified Organic. Includes four 24 oz. containers of Spectrum Culinary Organic All-Vegetable Shortening. Spectrum brand offers a premium line of organic culinary oils, vinegars, condiments and supplements made with high quality ingredients sourced from all over the world. Expertly crafted for 30 years and honestly labeled, our brand is committed to your wellness lifestyle. *See nutrition information for saturated fat content.', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Spectrum Culinary Organic All-Vegetable Shortening, 24 oz. (Pack of 4)",['https://images-na.ssl-images-amazon.com/images/I/41eGl91OhxL._SS40_.jpg'],Spectrum,38.95,B000KPQZTK
"['Bursting with Cajun heat and flavor, Slap Ya Mama Cajun Seasoning is perfect for all of your favorite dishes and will make your taste buds come alive with that Cajun zest.', 'Salt, red pepper, black pepper and garlic', 'sprinkle a little on your meats or chicken for a big cajun tasty, a little salty a, little peppery', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Slap Ya Mama Cajun Seasoning Blend, Original, 4 Ounce","['https://images-na.ssl-images-amazon.com/images/I/41Bks4RKy8L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41lTO6uBawL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41CJeZXNCQL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/311uy-sx8BL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51asoLEWYzL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31Eeay49Y-L._SS40_.jpg']",SLAP YA MAMA,10.05,B000KRL002
